p100,p90,p30
2abb0eeb9ff62cf837,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
979499dee977842253,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4dd0022ffedd81ff5e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8f98c2816c537688c3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dfc30263e74006eee1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f281e0ecb5189fe738,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7fbca0925df0d7cc52,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0e64818858ebc8a7be,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dc60ffc8a5fb906154,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8606c1bb20d969fe3f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
45b8858bc141f0bf3f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7bfd8a797bb5a4fd4e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0da8c637fa950a82a4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
50f072ab73f0f9b985,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b6fdb64f07dbe4cfff,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
fbb40710290e650728,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e84b55e67671f6c0f8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7f695501a64b06f15a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
526bcea771f27f8529,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0fbcdd1673ad9af8f6,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1c634b09831461a521,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9df0e4462f29c62a88,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a116308d93c19cf0f9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
6c38cfe0c4f7b13e7b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cf1b10770fdd23ac6f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
649a344ac09cab1b44,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5b7b2a129b4af4ee5a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dbcf1c74da5cfd3b40,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a5e2d2596f0b55b6ec,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
debbf28fd5e210a303,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f662c9f6b35038d606,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
915223047de6ad0cbb,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1f6b93e4745358b8f2,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
acc394c4774ce14c1e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f6e706f97a1e8a5808,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1a76b03b480f13848e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
afa04808e5827b5cc6,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
56e453785dee415fe4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
17a7474eea91f8349f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
009a27c9057857ad31,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
29497a3fb407050c7c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8ad8fa528cfae54a2b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1d0108d31321be9f75,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
574eeb31c36eaa7a67,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7571424f860c22d8f5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b2a08d07fa0506f92e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d3c8073e5bf5db930f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
81afc4efcb79d65b9c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
6aace96b322a82fa6b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1bd21799a336768b90,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ecfdb34800f56cf9a7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3416ceb91a589c2bc6,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b2de3005118fdb7f62,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
41b196c93c8d39ddd1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b8bdf2a5fff2e9e253,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
25c007ebe937b7c34a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5349d6f9c7bd00e5c3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2d750362690ef6d15e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
967bf3166135e5b349,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2e194a9572a147a430,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
057f30845105f76676,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4f954f94208d7727eb,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9b37a004e9ecb85b90,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
c39af64705a01ff5e7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1e367b48fd61e40573,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
61670763f5d56c2f80,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e77ce9fedc9bc53fe0,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8e40041763517fbee4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2e9274d7366e236a49,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a7c1ce0329c0bfd63e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
52e311b56af57647a2,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d10ce394fca2a7d357,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4a3b823e889d55eca2,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cd1c6924d7bed2836b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ae8973df01744427d2,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ed6ce57548d1409c0c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d3c214c06b8531d34b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f7690a04d7001b8b62,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a0512d99541e5cb4a1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
57223dbe6fa31ad1be,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
57bf21909cca1d4cd8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2f5d1093fcf111cc4c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0152365c959727a35f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d1a88e36d8c3ef7c40,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
c26e5388504701df2f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
20515a8c39911f55f7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
24ebed0c8c1e29a7a4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d39d260d2468a5b07f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3af8eb959aa834f47f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1e07977cc0e50cd150,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1a4f975dd407e248c9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ec6c05c5fad6e0562c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f6cf20f2aa97ad9475,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
914315ace79af6b622,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b4a18ec26d55e87e71,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5508482032e7275de0,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
752978c234f37035a5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d93c30eb862ac73633,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e6817c1606f0d33e25,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
954ff2a7a693cbbf86,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3f42775bd643ed9c20,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
78d88f65d9837fd610,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5adaa918da3f094986,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
186d7fb571368e5793,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d475c6abdefa036b59,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f4e2020ba8d4fea912,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
49675df1fa0cfd0784,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0635d57e80304284b9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
558c364e7229e65816,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4f171b04c668303252,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f7b1cf1a4bc5477274,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
43f596eefab14d0d55,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a4274f301585bf8cb8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8a75b42b93bee71ec9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
69f8c2c9bf664789a3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dcc06cd995556d8944,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d05cbf5cd6419c0dfa,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f9f7f1e8b418b3767b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
87187c04fb2e17b815,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
fe21a7ae467fe849a0,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
c340b472c10923cb84,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b72968e7e44e1fa2a1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
68eb12173c865de70e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d7e3a67e3c1432710d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
eb96877c8b46f769a7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dafb7146f2d935c7f4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dead56579b7cf3854d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
271776312e7f3143a1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
bc881dfae625adde8f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a4b4c12cc378bc56b8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
44bb66b31a6f4c9132,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
917380ea7deba1f881,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a4c95c73f25aa8aef7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a66e82a645b99ff10c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4853ceb0626bf70e9c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cd692f43e33eb99de0,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b3ee38fdd4032643e3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
33923e30923af9547c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
545ed47612a31fa126,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5468a031224a86e234,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0567f486cea65d4f48,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8f932b9c8f293058e4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
af0269927bccc4d818,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8682e8788c454a3a50,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
01230340c4b35361e3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
50ce81c584a51974de,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
204f42b8ea72fcd931,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9dd9545f21c89ab45d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
06bbb6a096569ef44d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
83492bacaa5ca65c36,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ebf2afbad0d0a0045d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a9e65bbed35ebd67d5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
89de6480268342f111,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b579117ea5480339ee,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3e9dbfa59826e71b6c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cc2e4151190058563c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
40bfb081304b48a3bb,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
6a8bfb66841b0e2121,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d5f9e434059ad3684c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f03b943e23938f923f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
40dac339ecb481d456,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
008b916c665511c888,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7890a8b474eed9298e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b84bc92c80b7e6ffd4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5e87a826e6e593cb40,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
65b603704a8cc6501a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9c6d086cdc320e999c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d6bed990f9327088d8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
679a3f59c6129eba38,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f9353bd3f837a27be5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
97b77effd6d56a1f75,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dbe897ee04db5b82e5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
658447cda4e62f40b8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
489621888008a87fcf,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
65dae7157f1c2bdd35,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7e490c95b6be2ad975,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0a7986702d31932a23,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
245224ed8cbcaf3b1d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
bc36a79a2797e49cd5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
acbec8adc67bd2a443,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
93fbb127dfa7bfbf4f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d7adf35f87678eab9b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2d3680fa1045e8d77d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1ac637d78c2facb42a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4ac4ddfb7e9e8acf0b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4200121e2d02fd1d2c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d0c066b529dea01a32,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f8d56ca72bf130cb46,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8b948b498d96969a37,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f3865f86cfdb66f1da,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0d7ee1be62298a6319,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a5420415f270bd307a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
455d6ec43d13c03e0f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
960e41c3b2aa1d8868,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3072642b2bdd6fc715,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4493ddab8081f70d73,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
14afed6d44fa257a17,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d350c7c29e7436565c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cf90e63d6c8759ae3e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
59013fc92423e4bb18,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1bbccdaa597537dad5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b376436712f70e7167,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f0c01d312790e75883,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
04dbbb67c5a51f60cc,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
212d4dc9ca70ddf891,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
38418c85d71012368c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
095e7970d6c46e2331,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
bebc910d9e490028f3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b39d663a68677abbdc,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f7af9877ada67a7710,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7f005b5ae3d0936462,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e29677baf159852042,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
fae0e36a63619465e1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f6531491377433afcd,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9cf385d320e2f9886f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3e60ac058af2ae7e0b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4a363ca097d348ff9f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8c15882c6418524454,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
05c18fad27c2273043,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d310eb3434471683a9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7a8e19097be95ae02c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8b26ce319a08fca1b9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a4486dff0d0425c7bd,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e5f12ab5485abe557e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
134a7f722c89f99137,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
08b65bd7f881094dfa,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
aa91b9a02a156fa62a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d070dca225888f413f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
c5fa71b46e3220e1aa,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
061f0142b340e8eb64,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7be18051d0d0fe6d78,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e97df5b70d6666f665,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4f44fadcb376786acb,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3fa24f9560b6b89028,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8bdd3cf2685855bb4c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9c407a0a6241d94863,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
88a7a01f33d4c9111b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
dde3575c5d8c52ecc4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
af97512a9f1b347cfa,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
94e45e1300a416fc0e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
03906ba9b0d7f93e70,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4d2147d7a1c2fa191d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
af5a14245e75219eb2,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5a419bd7c946bf3df4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
c408bde7cbacbf1a0b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
0758ca0549b7c89b42,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9aeba153f9ee7bcd01,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2fbd5207fcfdd79ecc,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1412bc658faf1559f1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
807ef98c26ddb69f80,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f700f922b781ac3e1b,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
56321470611fb64480,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7edffa2b1ab42f32a9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
73e0fb5a5e3ce18287,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4ded0b1413672a1307,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e4551bac0e5b2f3dc9,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
827688201aa6145e0f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ddd9f1585975027eee,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cb61f70807bbee1ce5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ab85447ce7fd5a9d87,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f339f9694f97484342,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ec3088fc7343741018,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
57491fba7767f90058,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f3f73e6e432c563766,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ac69c684e34e2dd828,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f9a8d2153020ec61df,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5f82cad3054794d929,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
cd9b08d14ecca8ef77,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7ea0a74314f6bb1403,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8b9480af93005d58f1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
bc425d4fcf191546d4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7c00d38ef3ea480f56,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8e1643fb5aa0a8a59c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2b316125184ea653d5,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
aee9bc54521fd29729,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e7d4c9c438435aed28,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
a06b7837f053463e80,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4ef8a0f85aa2c0279c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
5aa2e369ab1636423a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1cdbf37a44942fe6d7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
79acac9ae7e7efb964,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1aa95284b35682ddc1,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
462dc385d4a916330d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
23a5996d9da8d4b7f3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1eab98d2967692c53c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
52c3dc62a64d912d25,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
eba90caefaac050fe7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
64b59d6f8fedec4d13,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4fe3ae8a8dc256699f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ff8c39e4af9273eb9c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8fe50a9ed99a4eb2e8,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
519617585adf681525,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
07ab3156318c9d235c,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f36552ca42c7674980,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
51a81d747766d65e66,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
20da913987673c3067,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e765fbc50c27eb2548,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
fc53c1a2feb18624db,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
1f39cfb9739ac57bf2,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
2ec8b9040e061518fb,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d8006fc93a69ac710f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
ceb4b025d570e5ce8f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
caeed44b47aeb9d912,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
13c2b2d2f3ae2c771e,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
b590f433b7c82426cc,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d6219acbe734ae0e90,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f734877227693eb5ad,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
7ce2d64aeca9c372d7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
6a350083679439b9f4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4630ce377b22623565,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
86bac68ede8a49888f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
d8f2e4d59616a371cf,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
09fd72c39fbf60fc55,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9d54958a0bf809808d,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
72515ffb041abc0c94,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
4e9efe0f183295a695,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
afc7e40a3776b41d55,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f8d1fb633bb27d78c4,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
62f441ddf81fd43793,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
f660f6c49dbf12bd5f,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
9dddae552b0d76d22a,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8668f5ac26e5d2a316,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
3e78a509ff098b9154,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
8d1a0fdda29102bfd7,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
e1091ac79bcdd650fd,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
310e1b0e16fb9367c3,fc48b7ba46a66e92bd,fc48b7ba46a66e92bd
